fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
43352.00;0.63;0.24;43192.00;0.08;6.00;33.00;1.00;43346.00;0.57;43199.00;5.00
43108.00;0.83;0.24;43102.00;0.08;5.00;13.00;1.00;13575.00;0.77;43291.00;6.00
43355.00;0.35;0.49;43317.00;0.07;5.00;35.00;1.00;43134.00;0.66;12.00;7.00
43142.00;0.50;0.74;42125.00;0.10;5.00;17.00;1.00;44621.00;0.62;43142.00;5.00
43140.00;0.59;0.24;43162.00;0.10;20.00;47.00;1.00;46082.00;0.67;43260.00;5.00
43229.00;0.46;0.49;43165.00;0.06;5.00;17.00;1.00;44256.00;0.73;11.00;6.00
43168.00;0.72;0.24;43102.00;0.07;5.00;20.00;1.00;43437.00;0.59;43352.00;5.00
43142.00;0.66;0.24;43222.00;0.09;16.00;53.00;1.00;43254.00;0.72;11.00;6.00
43173.00;0.31;0.74;43313.00;0.08;6.00;15.00;1.00;31444.00;0.79;43198.00;6.00
43109.00;0.47;0.49;43253.00;0.09;38.00;106.00;1.00;43315.00;0.59;43109.00;5.00
43227.00;0.55;0.24;2.00;0.08;10.00;28.00;1.00;16497.00;0.78;43229.00;6.00
43261.00;0.31;0.49;43222.00;0.07;6.00;21.00;1.00;46082.00;0.86;43291.00;6.00
43202.00;0.35;0.49;43253.00;0.08;27.00;69.00;1.00;43437.00;0.75;43200.00;6.00
9.00;0.53;0.49;43344.00;0.17;6.00;25.00;1.00;46447.00;0.61;43199.00;6.00
43318.00;0.51;0.01;43102.00;0.07;9.00;25.00;1.00;12114.00;0.56;43229.00;6.00
43199.00;0.43;0.24;43314.00;0.09;14.00;45.00;1.00;43525.00;0.73;10.00;6.00
43229.00;0.46;0.24;43283.00;0.09;14.00;44.00;1.00;43437.00;0.74;10.00;6.00
5.00;43191.00;0.24;43252.00;0.05;32.00;96.00;0.99;27089.00;0.62;43231.00;5.00
43235.00;0.65;0.49;43135.00;0.10;10.00;23.00;1.00;33635.00;0.74;43111.00;5.00
43235.00;0.65;0.49;43135.00;0.10;10.00;23.00;1.00;33635.00;0.74;43111.00;5.00
43353.00;0.53;0.49;43255.00;0.12;10.00;17.00;1.00;43284.00;0.56;43292.00;6.00
43266.00;0.65;0.49;43135.00;0.10;10.00;23.00;1.00;33635.00;0.74;43111.00;5.00
43353.00;0.53;0.49;43255.00;0.12;10.00;17.00;1.00;43284.00;0.56;43292.00;6.00
13.00;0.47;0.49;43163.00;0.09;6.00;47.00;1.00;43162.00;0.68;43293.00;6.00
43293.00;0.60;0.49;43314.00;0.08;5.00;19.00;1.00;41699.00;0.57;43201.00;5.00
9.00;0.44;0.49;43192.00;0.08;26.00;121.00;1.00;44986.00;0.58;43140.00;5.00
9.00;0.54;0.49;43345.00;0.09;41.00;110.00;1.00;43315.00;0.61;43140.00;5.00
43258.00;0.29;0.49;43283.00;0.09;25.00;60.00;1.00;11383.00;0.61;43110.00;6.00
13.00;0.47;0.49;43163.00;0.09;6.00;47.00;1.00;43162.00;0.68;43293.00;6.00
43293.00;0.60;0.49;43314.00;0.08;5.00;19.00;1.00;41699.00;0.57;43201.00;5.00
43289.00;0.70;0.24;43222.00;0.23;5.00;15.00;1.00;11749.00;0.60;9.00;6.00
43289.00;0.70;0.24;43222.00;0.23;5.00;15.00;1.00;11749.00;0.60;9.00;6.00
43321.00;0.50;0.49;43253.00;0.25;5.00;20.00;1.00;11383.00;0.79;43291.00;6.00
43137.00;0.36;0.24;43133.00;0.10;19.00;42.00;0.99;20880.00;0.57;43292.00;6.00
43231.00;0.35;0.49;43162.00;0.07;10.00;37.00;1.00;11749.00;0.91;11.00;6.00
43137.00;0.36;0.24;43133.00;0.10;19.00;42.00;0.99;20880.00;0.57;43292.00;6.00
43141.00;0.24;0.49;43192.00;0.08;10.00;28.00;1.00;41699.00;0.61;43200.00;5.00
43230.00;0.59;0.49;43102.00;0.07;14.00;47.00;1.00;43162.00;0.56;43260.00;4.00
43261.00;0.34;0.49;43134.00;0.08;20.00;78.00;1.00;43525.00;0.70;10.00;6.00
43171.00;0.27;0.49;43103.00;0.08;28.00;46.00;1.00;43134.00;0.80;43141.00;6.00
43352.00;0.50;0.24;43161.00;0.10;6.00;14.00;1.00;12479.00;0.52;10.00;4.00
43320.00;0.44;0.49;43314.00;0.08;18.00;111.00;1.00;43162.00;0.60;43229.00;5.00
43320.00;0.47;0.49;43345.00;0.09;17.00;110.00;1.00;47178.00;0.60;43321.00;5.00
43261.00;0.31;0.49;43133.00;0.06;18.00;40.00;1.00;41699.00;0.51;43321.00;6.00
43171.00;0.50;0.49;43133.00;0.09;5.00;14.00;1.00;43525.00;0.44;43260.00;5.00
43171.00;0.50;0.49;43133.00;0.09;5.00;14.00;1.00;43525.00;0.44;43260.00;5.00
43292.00;0.49;0.49;43133.00;0.08;5.00;15.00;1.00;43525.00;0.43;43140.00;5.00
12.00;0.28;0.49;43344.00;0.07;10.00;21.00;1.00;35827.00;0.66;43352.00;7.00
43323.00;0.33;0.49;43193.00;0.09;54.00;80.00;1.00;43162.00;0.76;43291.00;7.00
43258.00;0.51;0.24;43192.00;0.09;8.00;38.00;1.00;17227.00;0.66;43260.00;6.00
43111.00;0.31;0.49;43283.00;0.09;16.00;47.00;1.00;43437.00;43132.00;43261.00;7.00
43166.00;0.73;0.24;43344.00;0.11;18.00;102.00;1.00;46082.00;0.59;43168.00;5.00
5.00;0.42;0.24;2.00;0.06;19.00;50.00;0.99;26359.00;0.74;14.00;8.00
43141.00;0.29;0.49;43253.00;0.06;5.00;13.00;1.00;43223.00;0.74;43230.00;7.00
9.00;0.45;0.49;43253.00;0.08;21.00;75.00;1.00;12844.00;0.57;43290.00;5.00
43257.00;0.39;0.49;43282.00;0.07;23.00;149.00;0.99;43437.00;0.50;43231.00;6.00
9.00;0.45;0.49;43253.00;0.08;21.00;75.00;1.00;12844.00;0.57;43290.00;5.00
43352.00;0.49;0.58;43223.00;0.09;9.00;43.00;1.00;47178.00;0.58;9.00;5.00
43350.00;0.72;0.17;43253.00;0.10;20.00;38.00;1.00;43193.00;0.53;43229.00;5.00
43351.00;0.60;0.41;43350.00;0.09;30.00;109.00;1.00;46447.00;0.57;43168.00;5.00
43202.00;0.40;0.51;2.00;0.06;6.00;24.00;1.00;43193.00;0.60;43168.00;6.00
43354.00;0.58;0.58;43344.00;0.07;5.00;18.00;1.00;43346.00;0.63;10.00;6.00
43228.00;0.59;0.18;43102.00;0.08;5.00;30.00;1.00;43134.00;0.48;43321.00;6.00
43293.00;0.59;0.45;43161.00;0.08;11.00;22.00;1.00;3.00;0.70;43168.00;6.00
43139.00;0.92;0.27;43102.00;0.09;7.00;23.00;1.00;46082.00;0.47;10.00;4.00
43144.00;0.46;0.52;43133.00;0.07;12.00;35.00;1.00;43103.00;0.56;9.00;6.00
43288.00;0.84;0.00;43253.00;0.08;6.00;14.00;1.00;43162.00;0.52;43168.00;5.00
43144.00;0.46;0.52;43133.00;0.07;12.00;35.00;1.00;43103.00;0.56;9.00;6.00
43167.00;0.58;0.13;43345.00;0.10;14.00;63.00;1.00;42795.00;0.62;43109.00;6.00
43167.00;0.60;0.13;43253.00;0.09;6.00;24.00;1.00;11383.00;0.59;43140.00;6.00
43199.00;0.41;0.48;43255.00;0.07;10.00;20.00;1.00;12479.00;0.79;43143.00;7.00
43320.00;0.48;0.41;43162.00;0.09;26.00;52.00;1.00;11383.00;0.53;43230.00;6.00
43110.00;0.65;0.37;43105.00;0.11;11.00;65.00;1.00;11749.00;0.64;43200.00;6.00
43165.00;0.36;0.19;43134.00;0.08;15.00;39.00;1.00;20515.00;0.52;43293.00;6.00
43320.00;0.24;0.54;43222.00;0.08;25.00;57.00;1.00;14305.00;0.54;43140.00;5.00
43144.00;0.38;0.55;43283.00;0.08;5.00;16.00;1.00;35827.00;0.54;43199.00;5.00
43227.00;0.64;0.00;43192.00;0.08;18.00;29.00;1.00;11749.00;0.60;10.00;6.00
43139.00;0.39;0.38;43221.00;0.06;10.00;29.00;1.00;46082.00;0.74;43321.00;5.00
43140.00;0.76;0.18;43133.00;0.15;10.00;103.00;1.00;31809.00;13150.00;43141.00;6.00
43260.00;0.60;0.50;43161.00;0.08;28.00;71.00;1.00;43223.00;0.57;43290.00;5.00
43260.00;0.60;0.50;43161.00;0.08;28.00;71.00;1.00;43223.00;0.57;43290.00;5.00
43231.00;0.31;0.51;43133.00;0.08;14.00;28.00;1.00;43162.00;0.93;43321.00;6.00
43201.00;0.46;0.50;43283.00;0.12;4.00;17.00;1.00;41334.00;0.70;43141.00;5.00
43170.00;0.37;0.41;43161.00;0.09;6.00;16.00;1.00;43346.00;0.80;43168.00;5.00
43167.00;0.54;0.24;43193.00;0.08;16.00;112.00;1.00;46447.00;0.61;43199.00;5.00
43139.00;0.56;0.23;43193.00;0.08;14.00;104.00;1.00;46813.00;0.62;43199.00;5.00
10.00;0.58;0.22;43344.00;0.08;9.00;32.00;1.00;41334.00;0.55;43229.00;5.00
43350.00;0.51;0.25;43345.00;0.08;21.00;45.00;1.00;17958.00;0.96;43112.00;6.00
43318.00;0.69;0.00;43256.00;0.12;21.00;58.00;1.00;16862.00;0.72;43141.00;5.00
43318.00;0.69;0.00;43256.00;0.12;21.00;58.00;1.00;16862.00;0.72;43141.00;5.00
43320.00;0.60;0.29;43133.00;0.10;5.00;15.00;1.00;13210.00;0.49;43109.00;5.00
43320.00;0.60;0.29;43133.00;0.10;5.00;15.00;1.00;13210.00;0.49;43109.00;5.00
43289.00;0.54;0.26;43222.00;0.10;7.00;31.00;1.00;46447.00;0.60;43168.00;6.00
43258.00;0.69;0.23;43161.00;0.11;20.00;84.00;1.00;44256.00;0.61;43168.00;5.00
43289.00;0.54;0.26;43222.00;0.10;7.00;31.00;1.00;46447.00;0.60;43168.00;6.00
43200.00;0.28;0.54;43283.00;0.11;5.00;19.00;1.00;45717.00;0.63;43229.00;5.00
43258.00;0.41;0.14;3.00;0.09;21.00;43.00;1.00;11749.00;0.57;43230.00;6.00
43110.00;0.94;0.22;43193.00;0.11;11.00;86.00;1.00;15766.00;0.64;43170.00;4.00
43350.00;0.35;0.21;43344.00;0.07;46.00;102.00;1.00;46447.00;0.58;43229.00;5.00
43289.00;0.84;0.00;43191.00;0.07;24.00;33.00;1.00;46447.00;0.55;43290.00;5.00
43260.00;0.88;0.28;43192.00;0.09;30.00;147.00;1.00;45352.00;0.53;43199.00;5.00
43229.00;0.89;0.27;43161.00;0.08;31.00;145.00;1.00;45352.00;0.53;43199.00;5.00
43288.00;0.92;0.12;43133.00;0.14;7.00;23.00;1.00;12844.00;0.65;43141.00;7.00
43351.00;0.29;0.35;43344.00;0.07;25.00;57.00;1.00;43160.00;13150.00;43169.00;6.00
43352.00;0.54;0.45;43161.00;0.07;16.00;40.00;1.00;14305.00;0.62;43199.00;5.00
43229.00;0.59;0.44;43161.00;0.07;21.00;68.00;1.00;16862.00;0.63;43229.00;5.00
43352.00;0.54;0.45;43161.00;0.07;16.00;40.00;1.00;14305.00;0.62;43199.00;5.00
43229.00;0.59;0.44;43161.00;0.07;21.00;68.00;1.00;16862.00;0.63;43229.00;5.00
43352.00;0.54;0.45;43161.00;0.07;16.00;40.00;1.00;14305.00;0.62;43199.00;5.00
43319.00;0.64;0.10;6.00;0.12;5.00;11.00;1.00;13575.00;0.69;43110.00;7.00
43166.00;0.67;0.05;43254.00;0.11;6.00;20.00;1.00;43193.00;0.63;43110.00;5.00
43167.00;0.85;0.01;43133.00;0.07;5.00;14.00;1.00;11749.00;0.58;11.00;4.00
43289.00;0.48;0.30;43314.00;0.07;10.00;28.00;1.00;12114.00;0.67;43142.00;7.00
43287.00;0.42;0.27;43259.00;0.07;24.00;148.00;0.99;42430.00;0.57;43170.00;6.00
43291.00;0.43;0.39;43133.00;0.11;8.00;32.00;1.00;32540.00;0.50;43260.00;5.00
43321.00;0.88;0.25;43222.00;0.10;35.00;155.00;1.00;15036.00;0.67;43142.00;5.00
43358.00;0.36;0.65;43227.00;0.10;22.00;71.00;1.00;35827.00;0.84;43357.00;5.00
43199.00;0.33;0.59;43314.00;0.08;9.00;30.00;1.00;43437.00;0.54;12.00;6.00
43259.00;0.47;0.47;43192.00;0.07;7.00;29.00;1.00;43315.00;0.46;43229.00;5.00
43290.00;0.55;0.17;43345.00;0.09;20.00;53.00;1.00;41699.00;0.61;43199.00;5.00
43291.00;0.43;0.39;43133.00;0.11;8.00;32.00;1.00;32540.00;0.50;43260.00;5.00
12.00;0.50;0.59;43191.00;0.07;23.00;42.00;1.00;33635.00;0.68;43230.00;7.00
43138.00;0.52;0.07;43191.00;0.07;5.00;20.00;1.00;11749.00;0.81;43260.00;6.00
43107.00;0.84;0.02;43194.00;0.10;5.00;13.00;1.00;15036.00;0.57;11.00;4.00
43138.00;0.52;0.07;43191.00;0.07;5.00;20.00;1.00;11749.00;0.81;43260.00;6.00
43227.00;0.42;0.31;43252.00;0.08;15.00;42.00;1.00;11383.00;0.64;9.00;5.00
43138.00;0.57;0.06;43252.00;0.08;9.00;27.00;1.00;13210.00;0.70;43260.00;6.00
43110.00;0.28;0.46;43313.00;0.05;5.00;13.00;1.00;43193.00;0.79;43141.00;6.00
43112.00;0.40;0.52;2.00;0.09;15.00;54.00;1.00;43162.00;0.66;43141.00;5.00
43199.00;0.59;0.14;2.00;0.08;25.00;48.00;1.00;41699.00;0.56;43290.00;5.00
43167.00;0.49;0.36;43313.00;0.22;6.00;16.00;1.00;43160.00;0.60;43229.00;6.00
43170.00;0.34;0.45;2.00;0.08;6.00;15.00;1.00;34366.00;0.66;43140.00;6.00
10.00;0.73;0.43;43161.00;0.06;15.00;31.00;1.00;42064.00;0.57;11.00;5.00
43170.00;0.34;0.45;2.00;0.08;6.00;15.00;1.00;34366.00;0.66;43140.00;6.00
43349.00;0.40;0.24;43222.00;0.08;30.00;45.00;1.00;46082.00;0.58;10.00;5.00
43139.00;0.73;0.21;43282.00;0.07;5.00;13.00;1.00;43134.00;0.52;43229.00;5.00
43321.00;45292.00;0.34;2.00;0.08;32.00;151.00;1.00;42064.00;0.53;43229.00;5.00
43139.00;0.73;0.21;43282.00;0.07;5.00;13.00;1.00;43134.00;0.52;43229.00;5.00
43322.00;0.40;0.41;43133.00;0.08;7.00;17.00;1.00;43315.00;0.67;43168.00;6.00
43168.00;0.41;0.39;43133.00;0.06;12.00;31.00;1.00;46082.00;0.65;43141.00;5.00
43322.00;0.40;0.41;43133.00;0.08;7.00;17.00;1.00;43315.00;0.67;43168.00;6.00
43259.00;0.80;0.11;43161.00;0.08;12.00;31.00;1.00;43193.00;0.48;43352.00;5.00
43167.00;0.78;0.10;43253.00;0.08;45.00;87.00;1.00;17593.00;0.53;10.00;5.00
43322.00;0.26;0.45;43162.00;0.06;20.00;49.00;1.00;41334.00;0.54;43260.00;5.00
43172.00;0.43;0.58;43344.00;0.07;15.00;40.00;1.00;43254.00;0.49;9.00;5.00
8.00;0.45;0.23;43133.00;0.09;16.00;29.00;1.00;44256.00;0.49;43141.00;6.00
43228.00;0.46;0.31;45689.00;0.08;32.00;58.00;1.00;12114.00;0.54;43321.00;5.00
43108.00;0.78;0.23;43253.00;0.06;5.00;15.00;1.00;13575.00;0.56;43170.00;5.00
43321.00;0.98;0.32;43161.00;0.08;35.00;152.00;1.00;45717.00;0.48;43199.00;5.00
43108.00;0.78;0.23;43253.00;0.06;5.00;15.00;1.00;13575.00;0.56;43170.00;5.00
43107.00;0.65;0.18;43313.00;0.07;13.00;40.00;1.00;16132.00;0.60;43109.00;5.00
43109.00;0.64;0.23;43103.00;0.10;13.00;38.00;1.00;46813.00;0.59;43290.00;5.00
43288.00;0.66;0.04;43252.00;0.04;4.00;9.00;1.00;43193.00;0.47;43199.00;5.00
43108.00;0.38;0.48;43313.00;0.16;5.00;17.00;1.00;43162.00;43221.00;43199.00;5.00
43197.00;1.19;0.00;45748.00;0.10;5.00;14.00;1.00;23071.00;0.54;43291.00;3.00
43140.00;0.92;0.24;43253.00;0.09;12.00;93.00;1.00;17593.00;0.54;43321.00;5.00
43259.00;0.49;0.51;2.00;0.42;16.00;62.00;1.00;43162.00;42736.00;9.00;5.00
9.00;0.48;0.32;43314.00;0.08;21.00;122.00;1.00;11749.00;0.62;43199.00;5.00
9.00;0.47;0.31;43283.00;0.08;24.00;125.00;1.00;11383.00;0.61;43199.00;5.00
43105.00;0.47;0.02;43160.00;0.03;18.00;44.00;0.99;43346.00;0.62;43324.00;6.00
7.00;0.65;0.02;43102.00;0.07;8.00;25.00;1.00;17227.00;0.67;43229.00;6.00
7.00;0.65;0.02;43102.00;0.07;8.00;25.00;1.00;17227.00;0.67;43229.00;6.00
43199.00;0.62;0.28;43134.00;0.09;18.00;72.00;1.00;11383.00;0.53;43290.00;5.00
43323.00;0.38;0.55;43102.00;0.07;5.00;19.00;1.00;43407.00;0.62;43322.00;6.00
43261.00;43132.00;0.43;43345.00;0.08;26.00;88.00;1.00;43315.00;0.57;43110.00;6.00
7.00;0.65;0.02;43102.00;0.07;8.00;25.00;1.00;17227.00;0.67;43229.00;6.00
7.00;0.64;0.02;43102.00;0.07;9.00;23.00;1.00;17227.00;0.67;43199.00;6.00
43227.00;0.38;0.48;43253.00;0.07;22.00;84.00;1.00;11749.00;0.70;43260.00;4.00
43109.00;0.77;0.04;43252.00;0.08;4.00;14.00;1.00;47178.00;0.54;43290.00;4.00
43198.00;1.04;0.15;6.00;0.07;11.00;54.00;1.00;13575.00;0.49;43352.00;5.00
7.00;0.78;0.08;2.00;0.09;10.00;19.00;1.00;43193.00;0.47;10.00;5.00
43197.00;0.49;0.19;3.00;0.08;16.00;37.00;1.00;13575.00;0.51;43230.00;5.00
43319.00;0.55;0.12;43222.00;0.07;11.00;35.00;1.00;12479.00;0.61;43262.00;6.00
43290.00;0.31;0.47;43252.00;0.06;13.00;33.00;1.00;46447.00;0.66;10.00;6.00
43261.00;1.03;0.43;43314.00;0.08;21.00;84.00;1.00;43254.00;0.57;43110.00;5.00
43351.00;0.57;0.34;3.00;0.09;16.00;112.00;1.00;13940.00;0.61;43229.00;5.00
43289.00;0.69;0.00;43134.00;0.08;13.00;33.00;1.00;13210.00;0.45;43199.00;5.00
8.00;0.43;0.36;43161.00;0.08;10.00;48.00;1.00;12479.00;0.46;43199.00;5.00
43352.00;0.74;0.28;43253.00;0.08;21.00;77.00;1.00;46813.00;0.51;43321.00;5.00
43138.00;0.49;0.18;43283.00;0.07;13.00;34.00;1.00;47178.00;0.48;43140.00;6.00
8.00;0.43;0.36;43161.00;0.08;10.00;48.00;1.00;12479.00;0.46;43199.00;5.00
43258.00;0.46;0.11;43253.00;0.08;12.00;49.00;1.00;44256.00;0.57;10.00;5.00
43198.00;0.56;0.04;2.00;0.08;10.00;22.00;1.00;44621.00;0.44;43260.00;5.00
43107.00;0.66;0.00;43346.00;0.09;17.00;45.00;1.00;16862.00;0.54;43229.00;5.00
43198.00;0.56;0.04;2.00;0.08;10.00;22.00;1.00;44621.00;0.44;43260.00;5.00
43351.00;0.48;0.24;31079.00;0.09;35.00;106.00;1.00;43103.00;0.53;43140.00;5.00
43258.00;0.42;0.08;43283.00;0.08;15.00;48.00;1.00;44256.00;0.59;10.00;5.00
43107.00;0.31;0.30;43133.00;0.05;36.00;127.00;1.00;34366.00;22647.00;43229.00;5.00
43227.00;1.12;0.10;43103.00;0.09;5.00;12.00;1.00;19784.00;0.60;43142.00;4.00
9.00;0.66;0.17;3.00;0.08;5.00;13.00;1.00;47178.00;0.55;43200.00;5.00
43108.00;0.72;0.09;43314.00;0.08;18.00;49.00;1.00;15766.00;0.72;43111.00;6.00
43196.00;0.57;0.02;43313.00;0.07;4.00;11.00;1.00;16862.00;0.68;43229.00;5.00
43196.00;0.57;0.02;43313.00;0.07;4.00;11.00;1.00;16862.00;0.68;43229.00;5.00
43196.00;0.87;0.03;43134.00;0.07;27.00;58.00;1.00;22341.00;0.49;43293.00;6.00
43229.00;0.55;0.66;43161.00;0.39;12.00;37.00;1.00;42795.00;0.67;43260.00;5.00
43351.00;0.88;0.13;16497.00;0.09;4.00;14.00;1.00;16132.00;0.52;43231.00;5.00
43166.00;0.84;0.03;43102.00;0.09;10.00;19.00;1.00;14305.00;0.47;43260.00;5.00
7.00;0.45;0.34;43283.00;0.08;16.00;72.00;1.00;20149.00;0.60;43229.00;5.00
43288.00;0.56;0.20;2.00;0.08;9.00;39.00;1.00;17593.00;0.62;43168.00;5.00
43288.00;0.97;0.10;43102.00;0.11;11.00;22.00;1.00;46082.00;0.50;43229.00;5.00
43288.00;0.97;0.10;43102.00;0.11;11.00;22.00;1.00;46082.00;0.50;43229.00;5.00
43139.00;0.59;0.00;43222.00;0.09;19.00;58.00;1.00;43223.00;0.65;43168.00;6.00
9.00;0.46;0.23;43314.00;0.09;28.00;104.00;1.00;43103.00;0.56;43140.00;5.00
9.00;0.69;0.00;43192.00;0.09;19.00;38.00;1.00;12844.00;0.60;43168.00;5.00
43167.00;0.76;0.29;43135.00;0.08;12.00;16.00;1.00;16497.00;0.68;43231.00;6.00
43140.00;0.53;0.24;43253.00;0.08;28.00;139.00;1.00;44256.00;0.57;43229.00;5.00
43226.00;0.62;0.00;43344.00;0.07;9.00;18.00;1.00;16862.00;0.65;43140.00;5.00
43262.00;0.41;0.58;43314.00;0.10;25.00;101.00;1.00;41334.00;0.53;10.00;5.00
43111.00;0.39;0.54;43283.00;0.10;21.00;101.00;1.00;41334.00;0.51;43229.00;5.00
43166.00;0.51;0.18;43102.00;0.07;12.00;28.00;1.00;19054.00;0.73;43229.00;6.00
43139.00;0.34;0.38;43222.00;0.08;12.00;57.00;1.00;43162.00;0.47;9.00;6.00
43259.00;0.33;0.40;43253.00;0.08;16.00;68.00;1.00;43162.00;0.48;43199.00;5.00
43138.00;0.50;0.18;43102.00;0.07;12.00;31.00;1.00;19054.00;0.72;43260.00;6.00
43166.00;0.51;0.18;43102.00;0.07;12.00;28.00;1.00;19054.00;0.73;43229.00;6.00
43167.00;0.65;0.10;43345.00;0.09;17.00;40.00;1.00;47178.00;0.55;43229.00;5.00
43167.00;0.65;0.10;43345.00;0.09;17.00;40.00;1.00;47178.00;0.55;43229.00;5.00
43258.00;0.54;0.13;43222.00;0.10;24.00;66.00;1.00;14305.00;0.61;43199.00;5.00
43167.00;0.65;0.10;43345.00;0.09;17.00;40.00;1.00;47178.00;0.55;43229.00;5.00
43319.00;0.48;0.68;43282.00;0.42;14.00;32.00;1.00;43346.00;43252.00;43109.00;6.00
43319.00;0.91;0.07;43344.00;0.06;22.00;47.00;1.00;18688.00;0.43;43291.00;6.00
43165.00;0.98;0.01;2.00;0.06;15.00;33.00;0.99;43254.00;0.46;43142.00;6.00
43108.00;0.87;0.00;43133.00;0.08;10.00;31.00;1.00;45717.00;0.50;43321.00;5.00
43108.00;0.87;0.00;43133.00;0.08;10.00;31.00;1.00;45717.00;0.50;43321.00;5.00
43320.00;0.42;0.21;43222.00;0.09;33.00;88.00;1.00;43525.00;0.52;43140.00;5.00
9.00;0.58;0.25;43314.00;0.08;9.00;104.00;1.00;44986.00;0.57;43290.00;5.00
43168.00;0.66;0.26;2.00;0.10;5.00;35.00;1.00;45717.00;0.42;43260.00;5.00
43320.00;0.70;0.00;43282.00;0.07;8.00;19.00;1.00;11383.00;0.53;10.00;6.00
43168.00;0.66;0.26;2.00;0.10;5.00;35.00;1.00;45717.00;0.42;43260.00;5.00
43109.00;0.68;0.11;43314.00;0.09;11.00;44.00;1.00;11383.00;0.55;43229.00;6.00
43140.00;0.67;0.10;3.00;0.09;12.00;48.00;1.00;11383.00;0.54;43229.00;6.00
43320.00;0.59;0.18;43345.00;0.09;12.00;74.00;1.00;41699.00;0.54;43199.00;5.00
43227.00;0.60;0.32;43283.00;0.10;13.00;98.00;1.00;16497.00;0.62;43229.00;5.00
43107.00;0.59;0.02;43161.00;0.08;24.00;94.00;1.00;20149.00;0.53;43290.00;6.00
43350.00;0.72;0.01;43344.00;0.08;7.00;32.00;1.00;14305.00;0.54;43260.00;5.00
43107.00;0.59;0.02;43161.00;0.08;24.00;94.00;1.00;20149.00;0.53;43290.00;6.00
43199.00;0.69;0.26;43192.00;0.08;23.00;143.00;1.00;46813.00;0.55;43199.00;5.00
43229.00;0.57;0.27;43161.00;0.08;23.00;144.00;1.00;46447.00;0.55;43199.00;5.00
43350.00;0.40;0.29;43313.00;0.16;1.00;44.00;1.00;43162.00;0.92;43229.00;6.00
43350.00;0.40;0.30;43313.00;0.16;2.00;45.00;1.00;11383.00;0.91;43229.00;6.00
43138.00;1.00;0.00;3.00;0.10;7.00;16.00;1.00;15766.00;0.46;10.00;5.00
43349.00;0.77;0.18;43192.00;0.24;43225.00;48.00;1.00;43193.00;0.60;43169.00;6.00
43349.00;0.64;0.17;43192.00;0.24;6.00;18.00;1.00;43193.00;0.59;43169.00;6.00
43167.00;0.43;0.30;43193.00;0.08;7.00;34.00;1.00;13210.00;0.61;43230.00;5.00
43107.00;0.52;0.03;43253.00;0.08;21.00;92.00;1.00;43223.00;0.60;43321.00;5.00
7.00;0.57;0.00;2.00;0.19;12.00;45.00;1.00;11383.00;0.60;43199.00;6.00
43226.00;0.46;0.14;43192.00;0.11;9.00;37.00;1.00;24167.00;0.65;43321.00;5.00
9.00;0.82;0.05;43192.00;0.08;26.00;96.00;1.00;13210.00;0.53;10.00;5.00
43226.00;0.46;0.14;43192.00;0.11;9.00;37.00;1.00;24167.00;0.65;43321.00;5.00
43107.00;0.59;0.01;43222.00;0.08;20.00;85.00;1.00;20149.00;0.59;43321.00;5.00
43352.00;0.35;0.41;43161.00;0.08;11.00;61.00;1.00;44256.00;0.50;43229.00;5.00
43352.00;0.35;0.41;43161.00;0.08;11.00;61.00;1.00;44256.00;0.50;43229.00;5.00
10.00;0.56;0.24;43133.00;0.08;19.00;58.00;1.00;43160.00;0.56;43110.00;6.00
10.00;0.56;0.24;43133.00;0.08;19.00;58.00;1.00;43160.00;0.56;43110.00;6.00
43259.00;0.63;0.17;43345.00;0.10;21.00;119.00;1.00;43346.00;0.52;43168.00;5.00
43197.00;0.37;0.43;43253.00;0.08;18.00;82.00;1.00;12114.00;0.68;43290.00;6.00
43320.00;0.64;0.17;43345.00;0.08;25.00;130.00;1.00;44986.00;0.54;43260.00;5.00
43107.00;0.61;0.02;43222.00;0.08;17.00;87.00;1.00;17593.00;0.60;43290.00;6.00
43288.00;0.60;0.00;43253.00;0.06;7.00;13.00;1.00;13940.00;0.56;43322.00;5.00
43110.00;0.27;0.54;43161.00;0.07;7.00;26.00;1.00;42795.00;0.53;43232.00;6.00
43322.00;0.89;0.30;43253.00;0.13;7.00;60.00;1.00;36192.00;43101.00;43141.00;5.00
43289.00;0.46;0.31;43222.00;0.13;24.00;64.00;1.00;43103.00;0.74;43260.00;5.00
43168.00;0.37;0.44;43252.00;0.04;21.00;42.00;1.00;45352.00;0.81;43322.00;7.00
43199.00;0.50;0.34;43254.00;0.08;5.00;14.00;1.00;47178.00;0.52;43291.00;6.00
43199.00;0.50;0.34;43254.00;0.08;5.00;14.00;1.00;47178.00;0.52;43291.00;6.00
43138.00;0.61;0.08;4.00;0.08;26.00;108.00;1.00;45717.00;0.51;43199.00;5.00
43259.00;0.55;0.09;43162.00;0.07;8.00;17.00;1.00;44986.00;0.44;10.00;5.00
43105.00;0.59;0.00;43282.00;0.04;14.00;86.00;0.99;20515.00;0.94;43355.00;7.00
43288.00;0.56;0.08;43222.00;0.11;14.00;46.00;1.00;45352.00;0.66;43260.00;6.00
43198.00;0.52;0.22;43283.00;0.08;4.00;18.00;1.00;46082.00;0.57;43352.00;6.00
